iter	Passed	Remaining
1663	49654	69706
1664	49697	69696
1665	49740	69684
1666	49776	69663
1667	49815	69645
1668	49849	69621
1669	49881	69594
1670	49919	69577
1671	49962	69564
1672	50005	69553
1673	50049	69542
1674	50102	69545
1675	50145	69533
1676	50179	69509
1677	50210	69480
1678	50241	69452
1679	50275	69427
1680	50306	69398
1681	50342	69377
1682	50377	69354
1683	50410	69329
1684	50447	69308
1685	50482	69286
1686	50513	69257
1687	50552	69240
1688	50590	69221
1689	50627	69200
1690	50657	69170
1691	50688	69142
1692	50719	69113
1693	50754	69090
1694	50792	69071
1695	50831	69053
1696	50861	69024
1697	50892	68995
1698	50924	68967
1699	50958	68944
1700	50996	68924
1701	51047	68923
1702	51105	68930
1703	51146	68915
1704	51189	68902
1705	51234	68892
1706	51265	68864
1707	51300	68841
1708	51336	68818
1709	51365	68788
1710	51406	68772
1711	51452	68763
1712	51487	68739
1713	51513	68704
1714	51541	68671
1715	51569	68638
1716	51597	68606
1717	51630	68580
1718	51657	68545
1719	51689	68518
1720	51725	68496
1721	51753	68463
1722	51780	68429
1723	51811	68400
1724	51840	68369
1725	51866	68333
1726	51893	68300
1727	51922	68268
1728	51949	68234
1729	51978	68202
1730	52005	68169
1731	52041	68146
1732	52068	68112
1733	52098	68082
1734	52121	68043
1735	52162	68027
1736	52207	68016
1737	52242	67993
1738	52279	67971
1739	52307	67939
1740	52340	67912
1741	52366	67878
1742	52395	67846
1743	52422	67812
1744	52455	67785
1745	52483	67753
1746	52515	67726
1747	52546	67697
1748	52577	67667
1749	52606	67637
1750	52635	67605
1751	52664	67574
1752	52703	67555
1753	52735	67527
1754	52768	67501
1755	52798	67471
1756	52827	67440
1757	52855	67407
1758	52882	67373
1759	52912	67342
1760	52941	67311
1761	52968	67277
1762	52999	67248
1763	53030	67220
1764	53059	67188
1765	53088	67156
1766	53118	67127
1767	53147	67095
1768	53177	67066
1769	53207	67035
1770	53236	67004
1771	53269	66977
1772	53301	66949
1773	53333	66922
1774	53363	66892
1775	53394	66862
1776	53423	66832
1777	53455	66804
1778	53484	66773
1779	53513	66741
1780	53543	66710
1781	53576	66684
1782	53607	66656
1783	53639	66628
1784	53667	66595
1785	53692	66559
1786	53717	66523
1787	53743	66487
1788	53776	66461
1789	53803	66427
1790	53831	66395
1791	53860	66363
1792	53892	66336
1793	53920	66303
1794	53949	66272
1795	53976	66238
1796	54007	66209
1797	54033	66174
1798	54060	66141
1799	54088	66108
1800	54116	66075
1801	54145	66044
1802	54170	66008
1803	54212	65993
1804	54304	66037
1805	54378	66061
1806	54429	66056
1807	54472	66041
1808	54523	66037
1809	54559	66013
1810	54596	65992
1811	54628	65963
1812	54661	65937
1813	54691	65907
1814	54719	65874
1815	54746	65841
1816	54779	65814
1817	54816	65791
1818	54845	65760
1819	54877	65732
1820	54914	65710
1821	54945	65681
1822	54974	65649
1823	55002	65617
1824	55029	65583
1825	55079	65576
1826	55129	65569
1827	55167	65549
1828	55213	65537
1829	55244	65508
1830	55277	65481
1831	55312	65457
1832	55346	65431
1833	55376	65401
1834	55406	65370
1835	55434	65338
1836	55463	65306
1837	55495	65278
1838	55524	65246
1839	55557	65219
1840	55591	65194
1841	55625	65167
1842	55653	65134
1843	55681	65103
1844	55710	65071
1845	55738	65038
1846	55768	65008
1847	55793	64971
1848	55819	64936
1849	55846	64902
1850	55878	64874
1851	55905	64840
1852	55931	64805
1853	55956	64769
1854	55982	64734
1855	56009	64700
1856	56035	64665
1857	56063	64632
1858	56094	64604
1859	56182	64640
1860	56250	64652
1861	56284	64626
1862	56312	64594
1863	56351	64574
1864	56405	64571
1865	56447	64555
1866	56479	64526
1867	56509	64496
1868	56538	64464
1869	56564	64429
1870	56586	64389
1871	56612	64354
1872	56638	64318
1873	56666	64287
1874	56696	64255
1875	56726	64225
1876	56763	64202
1877	56790	64168
1878	56815	64133
1879	56846	64103
1880	56875	64072
1881	56906	64043
1882	56936	64011
1883	56971	63987
1884	57000	63955
1885	57029	63923
1886	57060	63894
1887	57087	63860
1888	57116	63828
1889	57148	63800
1890	57181	63773
1891	57210	63742
1892	57238	63709
1893	57267	63677
1894	57296	63646
1895	57323	63612
1896	57354	63582
1897	57381	63549
1898	57414	63521
1899	57452	63500
1900	57494	63482
1901	57543	63473
1902	57593	63464
1903	57642	63454
1904	57686	63439
1905	57733	63428
1906	57773	63408
1907	57816	63392
1908	57853	63369
1909	57884	63340
1910	57916	63311
1911	57946	63280
1912	57978	63251
1913	58007	63220
1914	58037	63190
1915	58068	63160
1916	58102	63134
1917	58132	63103
1918	58164	63074
1919	58192	63042
1920	58221	63009
1921	58257	62985
1922	58298	62967
1923	58338	62946
1924	58382	62932
1925	58428	62918
1926	58455	62884
1927	58487	62855
1928	58518	62825
1929	58549	62796
1930	58578	62765
1931	58608	62734
1932	58639	62704
1933	58666	62670
1934	58698	62642
1935	58727	62609
1936	58755	62577
1937	58783	62544
1938	58812	62512
1939	58859	62500
1940	58889	62469
1941	58917	62436
1942	58943	62401
1943	58972	62370
1944	58998	62335
1945	59030	62306
1946	59053	62268
1947	59079	62233
1948	59104	62198
1949	59133	62165
1950	59160	62131
1951	59187	62098
1952	59217	62067
1953	59245	62035
1954	59284	62013
1955	59321	61990
1956	59347	61955
1957	59383	61930
1958	59417	61905
1959	59455	61881
1960	59488	61854
1961	59516	61821
1962	59543	61788
1963	59585	61770
1964	59624	61748
1965	59665	61729
1966	59706	61710
1967	59754	61697
1968	59794	61677
1969	59831	61654
1970	59863	61625
1971	59906	61607
1972	59948	61589
1973	59990	61570
1974	60034	61554
1975	60064	61523
1976	60105	61504
1977	60157	61496
1978	60218	61496
1979	60279	61497
1980	60325	61482
1981	60393	61490
1982	60440	61477
1983	60494	61470
1984	60539	61454
1985	60586	61440
1986	60625	61418
1987	60657	61389
1988	60689	61360
1989	60717	61328
1990	60746	61295
1991	60775	61263
1992	60802	61229
1993	60831	61197
1994	60857	61162
1995	60886	61130
1996	60914	61097
1997	60942	61064
1998	60970	61031
1999	60997	60997
2000	61025	60964
2001	61049	60927
2002	61076	60893
2003	61107	60863
2004	61134	60829
2005	61162	60796
2006	61193	60766
2007	61220	60732
2008	61248	60699
2009	61275	60666
2010	61312	60641
2011	61342	60611
2012	61370	60578
2013	61396	60543
2014	61425	60510
2015	61454	60479
2016	61480	60444
2017	61505	60408
2018	61532	60374
2019	61564	60345
2020	61591	60311
2021	61616	60275
2022	61641	60239
2023	61672	60209
2024	61705	60182
2025	61738	60154
2026	61769	60123
2027	61799	60093
2028	61831	60063
2029	61860	60032
2030	61891	60002
2031	61920	59970
2032	61949	59938
2033	61982	59910
2034	62044	59910
2035	62086	59891
2036	62125	59869
2037	62167	59849
2038	62218	59838
2039	62257	59816
2040	62291	59788
2041	62321	59757
2042	62352	59727
2043	62383	59697
2044	62413	59666
2045	62438	59630
2046	62469	59600
2047	62497	59567
2048	62529	59538
2049	62564	59512
2050	62594	59481
2051	62624	59450
2052	62654	59419
2053	62678	59382
2054	62706	59349
2055	62736	59318
2056	62766	59287
2057	62797	59258
2058	62826	59225
2059	62854	59193
2060	62884	59162
2061	62915	59131
2062	62945	59101
2063	62975	59069
2064	63002	59036
2065	63032	59004
2066	63061	58973
2067	63089	58940
2068	63119	58909
2069	63150	58879
2070	63185	58852
2071	63215	58822
2072	63244	58789
2073	63271	58756
2074	63299	58723
2075	63330	58693
2076	63357	58660
2077	63396	58637
2078	63428	58607
2079	63458	58577
2080	63486	58544
2081	63515	58511
2082	63546	58481
2083	63577	58452
2084	63611	58424
2085	63639	58392
2086	63670	58361
2087	63698	58329
2088	63724	58294
2089	63750	58259
2090	63776	58225
2091	63809	58197
2092	63846	58172
2093	63880	58145
2094	63911	58115
2095	63947	58089
2096	63985	58065
2097	64017	58037
2098	64046	58004
2099	64076	57973
2100	64106	57942
2101	64135	57910
2102	64160	57875
2103	64182	57837
2104	64209	57804
2105	64239	57772
2106	64264	57737
2107	64290	57702
2108	64317	57669
2109	64353	57643
2110	64382	57611
2111	64408	57576
2112	64436	57544
2113	64462	57510
2114	64494	57480
2115	64523	57449
2116	64552	57417
2117	64578	57382
2118	64602	57346
2119	64625	57309
2120	64655	57278
2121	64683	57245
2122	64709	57210
2123	64731	57173
2124	64758	57140
2125	64785	57106
2126	64813	57073
2127	64837	57037
2128	64863	57003
2129	64907	56984
2130	64946	56961
2131	64981	56935
2132	65027	56918
2133	65061	56890
2134	65095	56863
2135	65126	56833
2136	65160	56805
2137	65195	56779
2138	65225	56748
2139	65255	56717
2140	65283	56684
2141	65310	56650
2142	65337	56617
2143	65356	56577
2144	65380	56541
2145	65407	56507
2146	65437	56476
2147	65465	56444
2148	65491	56409
2149	65517	56375
2150	65549	56346
2151	65582	56317
2152	65610	56285
2153	65639	56253
2154	65672	56225
2155	65705	56196
2156	65738	56169
2157	65770	56139
2158	65795	56104
2159	65829	56077
2160	65857	56044
2161	65884	56010
2162	65910	55976
2163	65940	55946
2164	65961	55907
2165	65989	55874
2166	66016	55840
2167	66046	55810
2168	66083	55785
2169	66117	55758
2170	66156	55734
2171	66189	55706
2172	66221	55677
2173	66252	55646
2174	66285	55618
2175	66312	55585
2176	66343	55555
2177	66372	55524
2178	66397	55488
2179	66427	55457
2180	66455	55425
2181	66483	55392
2182	66514	55362
2183	66544	55331
2184	66573	55300
2185	66607	55272
2186	66639	55243
2187	66668	55211
2188	66697	55179
2189	66726	55147
2190	66751	55113
2191	66780	55081
2192	66810	55050
2193	66840	55020
2194	66870	54989
2195	66903	54960
2196	66932	54929
2197	66957	54894
2198	66987	54863
2199	67016	54831
2200	67045	54799
2201	67075	54769
2202	67104	54737
2203	67132	54705
2204	67162	54674
2205	67193	54644
2206	67224	54613
2207	67252	54581
2208	67281	54550
2209	67314	54521
2210	67344	54490
2211	67371	54457
2212	67399	54425
2213	67429	54394
2214	67459	54363
2215	67488	54331
2216	67517	54300
2217	67549	54270
2218	67580	54240
2219	67612	54212
2220	67647	54184
2221	67677	54153
2222	67709	54125
2223	67744	54098
2224	67773	54066
2225	67801	54034
2226	67828	54000
2227	67858	53970
2228	67884	53936
2229	67919	53909
2230	67958	53885
2231	67996	53861
2232	68030	53833
2233	68062	53804
2234	68097	53777
2235	68136	53753
2236	68173	53728
2237	68213	53705
2238	68246	53676
2239	68277	53646
2240	68309	53617
2241	68345	53591
2242	68379	53563
2243	68414	53536
2244	68448	53508
2245	68484	53482
2246	68518	53454
2247	68549	53424
2248	68579	53394
2249	68611	53364
2250	68645	53337
2251	68675	53306
2252	68707	53276
2253	68736	53244
2254	68772	53218
2255	68799	53185
2256	68829	53154
2257	68862	53125
2258	68891	53094
2259	68921	53063
2260	68948	53030
2261	68976	52997
2262	69007	52968
2263	69035	52935
2264	69061	52901
2265	69090	52869
2266	69116	52835
2267	69142	52802
2268	69172	52771
2269	69199	52737
2270	69226	52704
2271	69252	52670
2272	69281	52639
2273	69310	52607
2274	69337	52574
2275	69369	52544
2276	69400	52515
2277	69430	52484
2278	69459	52452
2279	69492	52424
2280	69517	52389
2281	69558	52366
2282	69592	52339
2283	69619	52306
2284	69652	52277
2285	69680	52244
2286	69741	52237
2287	69793	52223
2288	69844	52208
2289	69899	52195
2290	69935	52169
2291	69968	52140
2292	70002	52112
2293	70032	52082
2294	70064	52051
2295	70097	52023
2296	70123	51989
2297	70147	51954
2298	70175	51921
2299	70203	51889
2300	70230	51856
2301	70254	51821
2302	70279	51786
2303	70305	51752
2304	70333	51720
2305	70362	51688
2306	70390	51656
2307	70415	51621
2308	70437	51584
2309	70462	51550
2310	70487	51516
2311	70516	51484
2312	70541	51449
2313	70566	51415
2314	70590	51380
2315	70618	51347
2316	70643	51313
2317	70673	51282
2318	70705	51253
2319	70734	51221
2320	70761	51188
2321	70788	51155
2322	70812	51120
2323	70840	51088
2324	70868	51055
2325	70894	51021
2326	70925	50992
2327	70948	50955
2328	70971	50920
2329	70998	50887
2330	71024	50854
2331	71051	50821
2332	71078	50787
2333	71103	50753
2334	71130	50720
2335	71158	50688
2336	71189	50658
2337	71218	50626
2338	71244	50593
2339	71277	50564
2340	71310	50535
2341	71339	50504
2342	71369	50473
2343	71397	50441
2344	71425	50409
2345	71453	50376
2346	71480	50344
2347	71512	50314
2348	71541	50283
2349	71573	50253
2350	71602	50222
2351	71631	50190
2352	71662	50160
2353	71690	50128
2354	71720	50097
2355	71750	50066
2356	71777	50034
2357	71806	50002
2358	71835	49971
2359	71865	49940
2360	71895	49909
2361	71927	49879
2362	71951	49845
2363	71981	49814
2364	72008	49781
2365	72036	49749
2366	72065	49718
2367	72096	49688
2368	72125	49656
2369	72154	49625
2370	72182	49593
2371	72214	49563
2372	72243	49532
2373	72271	49500
2374	72297	49466
2375	72327	49435
2376	72356	49404
2377	72379	49368
2378	72408	49337
2379	72437	49306
2380	72486	49288
2381	72522	49261
2382	72551	49230
2383	72578	49197
2384	72609	49167
2385	72642	49139
2386	72684	49116
2387	72716	49086
2388	72746	49055
2389	72779	49027
2390	72806	48994
2391	72834	48962
2392	72866	48933
2393	72896	48902
2394	72930	48873
2395	72959	48842
2396	72987	48810
2397	73014	48777
2398	73035	48741
2399	73061	48707
2400	73086	48673
2401	73113	48640
2402	73141	48608
2403	73176	48581
2404	73205	48549
2405	73232	48517
2406	73259	48484
2407	73289	48453
2408	73318	48422
2409	73346	48390
2410	73375	48358
2411	73402	48326
2412	73428	48292
2413	73460	48263
2414	73489	48232
2415	73516	48199
2416	73547	48169
2417	73576	48137
2418	73602	48105
2419	73633	48074
2420	73660	48042
2421	73689	48010
2422	73717	47978
2423	73742	47944
2424	73772	47914
2425	73801	47882
2426	73829	47850
2427	73855	47817
2428	73884	47786
2429	73910	47753
2430	73936	47719
2431	73964	47687
2432	73991	47654
2433	74019	47623
2434	74054	47595
2435	74081	47563
2436	74109	47531
2437	74137	47499
2438	74165	47467
2439	74189	47432
2440	74218	47401
2441	74246	47369
2442	74274	47337
2443	74301	47305
2444	74328	47272
2445	74358	47241
2446	74389	47211
2447	74418	47180
2448	74449	47150
2449	74480	47120
2450	74510	47089
2451	74553	47067
2452	74582	47035
2453	74612	47005
2454	74642	46974
2455	74673	46944
2456	74701	46912
2457	74730	46881
2458	74759	46850
2459	74788	46818
2460	74815	46786
2461	74843	46754
2462	74871	46722
2463	74901	46691
2464	74928	46659
2465	74954	46626
2466	74980	46593
2467	75004	46558
2468	75030	46525
2469	75057	46493
2470	75082	46459
2471	75109	46426
2472	75138	46395
2473	75166	46363
2474	75193	46331
2475	75218	46297
2476	75245	46265
2477	75276	46235
2478	75303	46202
2479	75330	46170
2480	75355	46136
2481	75381	46103
2482	75410	46072
2483	75439	46041
2484	75467	46009
2485	75491	45974
2486	75515	45941
2487	75545	45910
2488	75573	45878
2489	75600	45845
2490	75625	45812
2491	75653	45780
2492	75684	45750
2493	75708	45716
2494	75735	45684
2495	75760	45650
2496	75790	45620
2497	75818	45588
2498	75842	45554
2499	75870	45522
2500	75901	45492
2501	75930	45461
2502	75957	45428
2503	75986	45397
2504	76020	45369
2505	76052	45339
2506	76083	45310
2507	76119	45282
2508	76151	45253
2509	76187	45227
2510	76230	45204
2511	76264	45175
2512	76294	45145
2513	76324	45114
2514	76354	45084
2515	76386	45054
2516	76414	45022
2517	76444	44992
2518	76473	44961
2519	76502	44929
2520	76531	44899
2521	76560	44867
2522	76590	44837
2523	76622	44807
2524	76650	44776
2525	76679	44744
2526	76710	44714
2527	76737	44682
2528	76768	44652
2529	76794	44619
2530	76822	44588
2531	76849	44555
2532	76881	44526
2533	76907	44493
2534	76934	44460
2535	76956	44426
2536	76983	44393
2537	77012	44362
2538	77039	44330
2539	77067	44298
2540	77094	44266
2541	77123	44235
2542	77151	44203
2543	77179	44171
2544	77209	44141
2545	77237	44109
2546	77266	44078
2547	77293	44046
2548	77319	44013
2549	77350	43983
2550	77378	43951
2551	77406	43920
2552	77442	43892
2553	77474	43863
2554	77503	43832
2555	77532	43801
2556	77561	43770
2557	77594	43741
2558	77623	43710
2559	77647	43676
2560	77678	43646
2561	77706	43615
2562	77734	43583
2563	77758	43549
2564	77784	43516
2565	77814	43486
2566	77843	43455
2567	77873	43424
2568	77900	43392
2569	77928	43361
2570	77958	43330
2571	77989	43300
2572	78017	43268
2573	78046	43238
2574	78083	43211
2575	78112	43180
2576	78141	43149
2577	78171	43118
2578	78202	43088
2579	78233	43058
2580	78260	43026
2581	78291	42996
2582	78320	42965
2583	78349	42934
2584	78375	42902
2585	78402	42869
2586	78429	42837
2587	78457	42805
2588	78486	42774
2589	78516	42744
2590	78549	42715
2591	78579	42685
2592	78606	42653
2593	78634	42621
2594	78668	42593
2595	78696	42561
2596	78724	42530
2597	78752	42498
2598	78784	42468
2599	78812	42437
2600	78841	42406
2601	78866	42373
2602	78893	42341
2603	78931	42314
2604	78956	42281
2605	78982	42249
2606	79009	42217
2607	79044	42189
2608	79083	42163
2609	79117	42135
2610	79160	42111
2611	79198	42085
2612	79237	42059
2613	79267	42029
2614	79296	41998
2615	79323	41966
2616	79350	41934
2617	79379	41903
2618	79413	41874
2619	79439	41842
2620	79466	41810
2621	79494	41778
2622	79521	41746
2623	79551	41716
2624	79581	41685
2625	79606	41652
2626	79635	41621
2627	79668	41592
2628	79696	41561
2629	79727	41531
2630	79755	41499
2631	79782	41467
2632	79810	41435
2633	79838	41404
2634	79862	41370
2635	79886	41337
2636	79911	41304
2637	79939	41273
2638	79965	41240
2639	79989	41206
2640	80015	41174
2641	80040	41141
2642	80066	41108
2643	80092	41076
2644	80117	41043
2645	80144	41011
2646	80170	40978
2647	80197	40947
2648	80223	40914
2649	80252	40883
2650	80303	40863
2651	80346	40839
2652	80379	40810
2653	80419	40785
2654	80469	40764
2655	80513	40741
2656	80565	40722
2657	80609	40699
2658	80649	40673
2659	80684	40645
2660	80715	40615
2661	80743	40583
2662	80782	40558
2663	80812	40527
2664	80846	40498
2665	80886	40473
2666	80917	40443
2667	80947	40413
2668	80980	40383
2669	81008	40352
2670	81038	40322
2671	81069	40292
2672	81100	40262
2673	81134	40233
2674	81167	40204
2675	81194	40172
2676	81225	40142
2677	81257	40113
2678	81287	40082
2679	81315	40050
2680	81345	40020
2681	81373	39988
2682	81400	39957
2683	81427	39924
2684	81452	39892
2685	81478	39859
2686	81504	39827
2687	81533	39795
2688	81561	39764
2689	81588	39732
2690	81618	39702
2691	81651	39672
2692	81679	39641
2693	81705	39609
2694	81730	39576
2695	81756	39544
2696	81784	39512
2697	81818	39483
2698	81845	39451
2699	81871	39419
2700	81899	39388
2701	81929	39357
2702	81954	39324
2703	81980	39292
2704	82007	39260
2705	82036	39229
2706	82064	39198
2707	82091	39166
2708	82117	39133
2709	82143	39101
2710	82166	39067
2711	82196	39037
2712	82226	39007
2713	82267	38981
2714	82302	38953
2715	82337	38925
2716	82372	38897
2717	82485	38906
2718	82574	38903
2719	82672	38904
2720	82808	38924
2721	82934	38938
2722	82980	38915
2723	83044	38900
2724	83097	38880
2725	83154	38862
2726	83187	38833
2727	83216	38801
2728	83243	38769
2729	83276	38740
2730	83305	38709
2731	83334	38678
2732	83366	38648
2733	83398	38618
2734	83425	38586
2735	83462	38558
2736	83489	38526
2737	83528	38500
2738	83570	38474
2739	83649	38466
2740	83691	38441
2741	83736	38417
2742	83770	38388
2743	83820	38366
2744	83854	38337
2745	83885	38307
2746	83914	38276
2747	83948	38247
2748	83982	38218
2749	84014	38188
2750	84042	38156
2751	84073	38126
2752	84101	38094
2753	84140	38067
2754	84167	38035
2755	84195	38004
2756	84224	37972
2757	84253	37941
2758	84283	37910
2759	84319	37882
2760	84351	37852
2761	84381	37822
2762	84412	37791
2763	84447	37763
2764	84478	37732
2765	84513	37704
2766	84546	37674
2767	84580	37645
2768	84614	37616
2769	84644	37585
2770	84679	37557
2771	84707	37525
2772	84734	37493
2773	84764	37462
2774	84794	37431
2775	84821	37399
2776	84847	37366
2777	84871	37333
2778	84899	37302
2779	84923	37268
2780	84949	37236
2781	84976	37203
2782	85007	37173
2783	85039	37143
2784	85070	37113
2785	85098	37081
2786	85129	37051
2787	85156	37019
2788	85185	36987
2789	85211	36955
2790	85237	36922
2791	85264	36890
2792	85290	36858
2793	85322	36828
2794	85350	36797
2795	85377	36764
2796	85405	36733
2797	85432	36701
2798	85458	36668
2799	85486	36637
2800	85512	36604
2801	85539	36572
2802	85567	36540
2803	85593	36508
2804	85621	36477
2805	85648	36444
2806	85676	36413
2807	85702	36380
2808	85728	36348
2809	85755	36316
2810	85781	36284
2811	85812	36253
2812	85839	36221
2813	85868	36190
2814	85893	36157
2815	85926	36128
2816	85957	36097
2817	85981	36064
2818	86015	36035
2819	86073	36016
2820	86129	35996
2821	86167	35969
2822	86196	35938
2823	86227	35907
2824	86257	35877
2825	86284	35845
2826	86302	35809
2827	86329	35777
2828	86355	35744
2829	86379	35711
2830	86407	35680
2831	86432	35647
2832	86461	35616
2833	86488	35584
2834	86510	35549
2835	86537	35518
2836	86561	35485
2837	86585	35451
2838	86612	35419
2839	86640	35388
2840	86670	35357
2841	86700	35326
2842	86731	35296
2843	86758	35264
2844	86789	35234
2845	86820	35203
2846	86850	35173
2847	86877	35141
2848	86906	35110
2849	86937	35080
2850	86963	35047
2851	86997	35018
2852	87023	34986
2853	87051	34954
2854	87080	34923
2855	87109	34892
2856	87138	34861
2857	87166	34829
2858	87195	34798
2859	87227	34768
2860	87258	34738
2861	87288	34707
2862	87326	34680
2863	87354	34649
2864	87384	34618
2865	87412	34586
2866	87438	34554
2867	87468	34523
2868	87499	34493
2869	87531	34463
2870	87563	34433
2871	87603	34407
2872	87637	34377
2873	87671	34348
2874	87707	34320
2875	87740	34290
2876	87772	34260
2877	87804	34231
2878	87839	34202
2879	87873	34173
2880	87910	34144
2881	87942	34115
2882	87976	34085
2883	88004	34054
2884	88040	34025
2885	88075	33997
2886	88112	33969
2887	88146	33939
2888	88177	33909
2889	88208	33879
2890	88234	33846
2891	88263	33816
2892	88292	33785
2893	88325	33755
2894	88351	33723
2895	88383	33693
2896	88414	33662
2897	88446	33632
2898	88476	33602
2899	88508	33572
2900	88535	33540
2901	88566	33510
2902	88593	33478
2903	88621	33446
2904	88647	33414
2905	88670	33381
2906	88700	33350
2907	88727	33318
2908	88755	33287
2909	88783	33255
2910	88808	33223
2911	88853	33197
2912	88880	33166
2913	88908	33134
2914	88933	33102
2915	88960	33070
2916	88991	33039
2917	89018	33008
2918	89046	32976
2919	89078	32946
2920	89110	32916
2921	89143	32887
2922	89176	32857
2923	89213	32829
2924	89244	32799
2925	89270	32767
2926	89307	32739
2927	89353	32714
2928	89391	32686
2929	89424	32656
2930	89449	32624
2931	89473	32591
2932	89498	32558
2933	89526	32527
2934	89546	32492
2935	89570	32460
2936	89596	32428
2937	89623	32396
2938	89652	32365
2939	89681	32333
2940	89707	32301
2941	89739	32272
2942	89783	32246
2943	89818	32217
2944	89847	32186
2945	89880	32156
2946	89912	32126
2947	89949	32098
2948	89982	32069
2949	90019	32040
2950	90054	32011
2951	90087	31982
2952	90116	31951
2953	90146	31920
2954	90175	31889
2955	90206	31859
2956	90234	31827
2957	90263	31796
2958	90293	31766
2959	90328	31736
2960	90360	31707
2961	90387	31675
2962	90423	31646
2963	90465	31620
2964	90497	31590
2965	90526	31559
2966	90551	31526
2967	90578	31494
2968	90610	31465
2969	90643	31435
2970	90672	31404
2971	90699	31372
2972	90732	31342
2973	90765	31313
2974	90796	31282
2975	90829	31253
2976	90859	31222
2977	90884	31190
2978	90917	31160
2979	90952	31131
2980	90983	31101
2981	91011	31069
2982	91043	31039
2983	91080	31011
2984	91112	30981
2985	91143	30950
2986	91171	30919
2987	91201	30888
2988	91237	30860
2989	91277	30833
2990	91312	30803
2991	91351	30776
2992	91378	30744
2993	91408	30713
2994	91440	30683
2995	91469	30652
2996	91499	30621
2997	91525	30590
2998	91561	30561
2999	91593	30531
3000	91629	30502
3001	91667	30474
3002	91705	30446
3003	91758	30423
3004	91803	30397
3005	91833	30366
3006	91861	30335
3007	91891	30304
3008	91923	30274
3009	91955	30244
3010	91984	30213
3011	92014	30182
3012	92040	30150
3013	92069	30119
3014	92100	30089
3015	92134	30059
3016	92165	30029
3017	92202	30001
3018	92233	29970
3019	92260	29938
3020	92289	29907
3021	92317	29876
3022	92346	29845
3023	92376	29814
3024	92405	29783
3025	92435	29752
3026	92472	29724
3027	92505	29694
3028	92532	29662
3029	92564	29632
3030	92599	29603
3031	92633	29574
3032	92661	29542
3033	92693	29512
3034	92725	29482
3035	92752	29451
3036	92802	29426
3037	92836	29397
3038	92872	29368
3039	92904	29338
3040	92934	29307
3041	92966	29277
3042	92996	29246
3043	93024	29215
3044	93053	29184
3045	93087	29154
3046	93134	29129
3047	93181	29103
3048	93232	29079
3049	93266	29050
3050	93308	29023
3051	93348	28995
3052	93382	28965
3053	93417	28936
3054	93453	28907
3055	93491	28879
3056	93530	28851
3057	93570	28823
3058	93608	28795
3059	93641	28765
3060	93678	28736
3061	93714	28707
3062	93747	28678
3063	93784	28649
3064	93817	28619
3065	93850	28589
3066	93882	28559
3067	93918	28530
3068	93955	28501
3069	93994	28473
3070	94030	28445
3071	94064	28415
3072	94095	28384
3073	94126	28354
3074	94155	28323
3075	94185	28292
3076	94214	28261
3077	94248	28231
3078	94276	28200
3079	94305	28169
3080	94335	28138
3081	94368	28108
3082	94400	28078
3083	94432	28048
3084	94464	28017
3085	94507	27990
3086	94545	27962
3087	94581	27933
3088	94609	27902
3089	94634	27869
3090	94662	27838
3091	94690	27806
3092	94721	27776
3093	94755	27746
3094	94786	27716
3095	94823	27687
3096	94857	27657
3097	94886	27626
3098	94922	27597
3099	94953	27567
3100	94993	27539
3101	95026	27509
3102	95058	27479
3103	95088	27448
3104	95121	27418
3105	95152	27387
3106	95176	27355
3107	95205	27324
3108	95241	27294
3109	95277	27266
3110	95310	27235
3111	95347	27207
3112	95396	27181
3113	95435	27153
3114	95472	27124
3115	95505	27094
3116	95533	27063
3117	95569	27034
3118	95606	27005
3119	95638	26974
3120	95670	26944
3121	95704	26914
3122	95745	26887
3123	95788	26859
3124	95825	26831
3125	95865	26803
3126	95902	26774
3127	95939	26745
3128	95975	26716
3129	96005	26685
3130	96042	26656
3131	96080	26627
3132	96112	26597
3133	96141	26566
3134	96172	26535
3135	96201	26504
3136	96234	26474
3137	96263	26443
3138	96299	26414
3139	96328	26383
3140	96353	26350
3141	96378	26318
3142	96405	26286
3143	96435	26255
3144	96463	26224
3145	96487	26192
3146	96513	26160
3147	96540	26128
3148	96573	26098
3149	96612	26069
3150	96642	26039
3151	96665	26006
3152	96692	25974
3153	96722	25943
3154	96750	25912
3155	96779	25881
3156	96808	25850
3157	96834	25818
3158	96862	25787
3159	96890	25755
3160	96920	25724
3161	96948	25693
3162	96978	25662
3163	97006	25631
3164	97035	25600
3165	97063	25568
3166	97092	25537
3167	97120	25506
3168	97148	25475
3169	97177	25444
3170	97210	25413
3171	97241	25383
3172	97270	25352
3173	97300	25321
3174	97327	25289
3175	97357	25259
3176	97394	25229
3177	97424	25199
3178	97455	25168
3179	97484	25137
3180	97515	25106
3181	97543	25075
3182	97574	25045
3183	97601	25013
3184	97629	24982
3185	97657	24950
3186	97681	24918
3187	97707	24886
3188	97730	24854
3189	97756	24822
3190	97782	24790
3191	97810	24758
3192	97837	24727
3193	97886	24701
3194	97936	24675
3195	97973	24646
3196	98012	24618
3197	98045	24587
3198	98078	24557
3199	98111	24527
3200	98141	24497
3201	98174	24467
3202	98204	24436
3203	98234	24405
3204	98262	24374
3205	98292	24343
3206	98319	24311
3207	98345	24279
3208	98375	24249
3209	98404	24217
3210	98433	24186
3211	98526	24171
3212	98562	24142
3213	98601	24113
3214	98630	24082
3215	98664	24052
3216	98698	24022
